id,price
132,35114.2409077
133,50455.77502
134,18175.8894817
135,35480.826255
136,83006.4023954
137,70071.509174
138,9666.26461965
139,59224.6458022
140,42819.6460408
141,7309.02303876
142,14640.6243216
143,89011.2969262
144,74656.1437005
145,93697.9863267
146,85166.0217817
147,37911.4924395
148,22079.170189
149,43330.3519465
150,30974.038399
151,25931.357534
152,53195.2918023
153,25775.8554021
154,94406.8112914
155,72100.384706
156,62139.9974095
157,79267.2609977
158,65749.3557258
159,77862.9547638
160,8139.46321251
161,35682.6539791
162,26073.5203426
163,81940.5338383
164,28849.3684169
165,83008.4287756
166,17469.6165341
167,93162.6773073
168,96116.4813255
169,48012.7556759
170,43533.9721877
171,88860.0532599
172,36833.1842048
173,32514.4960566
174,89428.5963818
175,25878.8915931
176,45569.5275237
177,90776.413598
178,52569.5348399
179,79462.9304627
180,88430.5950397
181,82509.3336897
182,31122.1260896
183,28007.393355
184,80243.0410347
185,63841.2893186
186,57772.6789119
187,82506.7966166
188,55909.3521447
189,97137.9026344
190,67313.0470724
191,82997.4394026
192,29246.2723615
193,66705.4869145
194,11383.5308428
195,19887.0466244
196,62225.9098342
197,89044.6859816
198,36868.4694452
199,88934.6510618
200,89925.6347873
201,92667.6990142
202,90328.6604385
203,58707.8026514
204,48059.9526769
205,89036.2093875
206,92059.2707966
207,76144.6304302
208,68099.607827
209,99194.8212031
210,17329.6225546
211,81225.2782412
212,82757.2321913
213,63887.1879416
214,97651.556885
215,41000.4740959
216,8458.52978118
217,11092.5017458
218,89807.490128
219,13362.1354819
220,67786.8444955
221,43287.9089798
222,89585.6533832
223,10549.034616
224,90557.1208527
225,59182.1785786
226,10700.8035987
227,22212.2818623
228,46657.2573593
229,23176.4663188
230,27136.3959958
231,25163.7387342
232,36658.7928329
233,48496.0467525
234,21432.3603731
235,9719.91010023
236,80145.0655705
237,67484.4454923
238,39029.7546076
239,53182.2576444
240,7880.86610157
241,13754.4094443
242,62216.0175361
243,25846.4965923
244,75203.6287093
245,59232.5750077
246,13629.6862665
247,86331.6906248
248,41148.9283529
249,36320.7383879
250,76292.9354193
251,2326.12183358
252,41807.666747
253,33428.910478
254,44687.684257
255,78380.2857728
256,30870.3395932
257,93120.147905
258,58795.9591215
259,31524.6093273
260,11765.51353
261,15167.5061258
262,82400.3291381
263,48756.1593932
264,57668.9495115
265,53634.7718747
266,67535.8240925
267,34423.0971989
268,9870.1418254
269,44424.6863517
270,29889.3194898
271,74767.9504726
272,10195.6404547
273,62516.0165331
274,40538.082917
275,84683.6635758
276,52878.9713148
277,89995.8129121
278,68094.1956606
279,88006.7271198
280,8286.06256319
281,97084.6365804
282,86196.1969511
283,28564.018599
284,70589.3042003
285,10823.9008192
286,11669.3309231
287,92010.2693353
288,46604.1706909
289,27300.449325
290,36190.5213429
291,23766.4459823
292,24015.5596764
293,63932.0844523
294,61638.9759203
295,36225.3631986
296,47322.4734395
297,84963.6166707
298,46539.2345657
299,24264.7982566
300,90522.9174972
301,47283.1181499
302,69182.5529635
303,26099.0398079
304,2248.22189629
305,63463.2140874
306,82813.000235
307,38887.803924
308,62565.4532266
309,46499.7853646
310,87308.9749894
311,61355.2242133
312,40911.7252529
313,60881.4679653
314,59322.5397863
315,29683.3340256
316,84703.1334828
317,24410.6391174
318,55657.4430407
319,83221.6634089
320,95269.1685081
321,43213.9695861
322,34239.2662919
323,36040.7828159
324,63927.5600846
325,37380.1735388
326,59780.8254242
327,40723.2310726
328,96650.5197452
329,98325.771534
330,56757.0752011
331,87558.6563736
332,31008.8898954
333,44799.1266994
334,70658.8503418
335,70283.4485702
336,11840.4969836
337,27420.581194
338,17602.7709865
339,84529.2166804
340,64637.9442727
341,26008.2118132
342,61793.5166037
343,77152.3621059
344,69759.2963291
345,77403.3047732
346,8491.81666782
347,24518.0508405
348,59863.8420734
349,61453.0067749
350,40150.2127752
351,48632.9630258
352,30035.9231119
353,16312.8685116
354,43545.731896
355,86969.0742058
356,94550.7464134
357,98053.9150979
358,83199.1092901
359,17774.2665919
360,38343.135741
361,6474.83458372
362,62083.176068
363,82153.9407765
364,28222.1762827
365,99171.931838
366,69127.7772719
367,99202.1112626
368,65538.0804351
369,72617.854308
370,5422.8941082
371,59310.0989128
372,39350.9465627
373,14787.0341447
374,59242.4319847
375,79664.9728149
376,59278.7608763
377,5425.91330411
378,81794.3924154
379,30171.2643071
380,61860.4262217
381,96608.6850731
382,91501.8640766
383,47332.6489861
384,19204.6779045
385,34744.8488235
386,52335.3611006
387,20897.6754812
388,49587.6651946
389,56092.2341902
390,39062.1858565
391,37824.1905936
392,17459.3743481
393,90091.7657075
394,56282.8585195
395,35761.6620592
396,56855.1975419
397,76794.5696537
398,64979.5267588
399,63548.4254065
400,20596.895366
401,56121.5695611
402,68168.6176363
403,69160.7141681
404,59884.409663
405,56421.7523643
406,17904.45696
407,22870.1596822
408,85990.479342
409,59960.73224
410,70659.6222558
411,6938.34914368
412,80233.3103806
413,94199.2662338
414,89276.6669283
415,94296.9471726
416,27538.0036269
417,22732.246828
418,34411.5749856
419,38015.1651007
420,27534.1919777
421,31803.1112993
422,6086.24214977
423,60199.2773162
424,15001.1043837
425,20243.1709
426,13204.8191345
427,43817.1278762
428,11130.5103754
429,7470.63583231
430,75567.6986424
431,50290.7145303
432,23642.9544773
433,62497.4473901
434,83998.5184577
435,86078.0105466
436,9026.85237118
437,5259.05822919
438,62655.7593355
439,41589.7840492
440,6798.27569965
441,86283.2442268
442,64132.2431025
443,46975.0418319
444,31982.3270463
445,60720.0274497
446,28585.2197834
447,14471.6552011
448,41200.6280101
449,69503.7632347
450,56113.9782447
451,41934.5825997
452,11260.6208073
453,63503.9449777
454,66718.7319695
455,94584.3970633
456,4197.53617442
457,63587.0156048
458,20623.3803528
459,68362.8200022
460,42790.4478402
461,40736.0069439
462,36034.8789902
463,35690.6109124
464,40934.269295
465,11547.9770197
466,40143.2859911
467,58349.8031352
468,54588.0496266
469,99038.4551925
470,11854.1403361
471,98459.2221127
472,50542.2939201
473,87364.5114296
474,58625.2904509
475,71312.2903568
476,88999.3298081
477,7027.11090006
478,36530.752607
479,86842.2918843
480,69277.3700377
481,49936.6261466
482,41085.2952749
483,49569.7499711
484,26831.249801
485,62389.363922
486,74188.7136524
487,25887.4548872
488,40048.4129133
489,48956.7581095
490,38556.8796581
491,3215.41060896
492,61441.3590882
493,75831.0749456
494,78515.3435501
495,93207.7531483
496,23745.8975156
497,43650.6981203
498,68021.668775
499,63714.7506915
500,21257.3962325
501,37869.5985781
502,81965.9000403
503,86751.7451563
504,49299.2234517
505,15673.3502927
506,94020.0074193
507,95157.5514578
508,89405.8106358
509,5739.55494201
510,97760.4059987
511,14338.2800883
512,53397.556175
513,11344.9975192
514,68512.4893743
515,96106.8686766
516,55049.1277647
517,15734.3781972
518,78467.8516584
519,12473.4324625
520,67935.7599215
521,44531.4915399
522,94066.731317
523,18867.6906747
524,54143.6665786
525,46784.9117006
526,50090.0163853
527,71136.0771467
528,46634.9975584
529,11029.7961635
530,75454.4065362
531,79962.5059523
532,29710.2000914
533,10267.425196
534,97063.3760781
535,41269.08292
536,6922.42694703
537,19816.520289
538,95612.5568903
539,50901.9271351
540,92649.3222695
541,21082.1343941
542,22614.9276033
543,1824.45154827
544,37022.2744827
545,49632.5083753
546,78579.4317725
547,65202.809629
548,34346.7156744
549,22992.5577052
550,28802.5209397
551,59356.9794864
552,89533.2008983
553,41705.8417919
554,64363.4116882
555,73410.3811408
556,21218.7461931
557,71222.8939294
558,75879.5848133
559,74835.1599577
560,23469.1338004
561,29496.4936013
562,33137.0698603
563,63293.5906903
564,65459.8041923
565,49423.7921882
566,33659.36883
567,33545.650387
568,51791.1091245
569,31572.9917996
570,72174.7501363
571,51468.3723329
572,60790.1497593
573,82267.9410377
574,62873.9631437
575,37685.0253664
576,99511.1979426
577,69565.839965
578,89301.2347623
579,58614.0431674
580,28383.4240521
581,57642.512406
582,13236.5879482
583,85925.0562727
584,39551.2367676
585,18756.1975923
586,16554.771011
587,86061.5417893
588,48472.688722
589,49787.3969263
590,14618.3087191
591,65803.7100406
592,85307.4296751
593,87448.5689044
594,94311.0728552
595,76764.489866
596,59095.9159919
597,14056.472026
598,24821.009183
599,58753.34565
600,19545.8980014
601,32467.0296424
602,45305.0538109
603,92327.123975
604,28210.6387898
605,88170.7067947
606,98885.2525111
607,53371.2900209
608,99737.9216339
609,90223.523431
610,26983.5022524
611,8045.25530027
612,52991.9523667
613,77109.209385
614,52050.2149012
615,7688.41355575
616,33730.0714536
617,86641.6506976
618,36394.556936
619,11543.7712566
620,71373.4485393
621,83705.0688379
622,72890.6022465
623,50755.3527298
624,38991.6557669
625,27355.0630534
626,10990.2088283
627,93285.6552805
628,1872.70435026
629,26064.4809463
630,11434.8870546
631,95137.5993091
632,58850.5941366
633,29877.3209438
634,81101.9530014
635,32671.9825386
636,36596.4872052
637,61773.317895
638,24871.4920255
639,99165.8937989
640,8238.11550227
641,21281.2553544
642,79418.920635
643,30026.3903278
644,95630.6651681
645,35438.6963458
646,5167.23191135
647,54992.9613687
648,36722.1343041
649,36711.2936045
650,40555.4202237
651,68329.5000646
652,55898.4499074
653,93557.6181023
654,78432.1336961
655,12191.1920649
656,34045.1982976
657,18117.4393315
658,68763.3056747
659,92776.7454461
660,86408.1309141
661,64463.0418353
662,51413.684733
663,92377.0584734
664,26820.0202544
665,16065.6195048
666,89542.0232445
667,36510.3819781
668,22456.0027702
669,96899.5962569
670,57929.4160793
671,38662.6258369
672,55871.4344131
673,39582.997221
674,53445.7835251
675,11149.653104
676,59843.3139541
677,39379.8226038
678,54359.951075
679,47030.2866992
680,56021.0571675
681,14226.7744479
682,33360.3183638
683,56232.874532
684,30717.125203
685,80421.9904103
686,24284.0856126
687,29230.0179613
688,22862.3077897
689,54965.2313698
690,12029.4311903
691,9828.87965064
692,7879.09114138
693,32491.8984785
694,82618.0331735
695,20512.7671932
696,72852.5459769
697,6867.10805088
698,45270.170029
699,6383.30779931
700,55184.1791291
701,45279.0757192
702,46090.1195377
703,67935.8274072
704,16039.0862553
705,51076.2570125
706,33516.0438296
707,72037.8888741
708,26323.9322496
709,96822.7103727
710,76909.888595
711,34120.1247507
712,86442.2670339
713,57550.2489276
714,74009.262955
715,24649.5973619
716,78818.8368203
717,37276.3946026
718,68709.5027578
719,81851.1012854
720,91738.338339
721,3788.27963295
722,78946.1912251
723,85642.4524946
724,12712.2953956
725,69536.7058241
726,4707.07831672
727,59993.4230931
728,3345.69965395
729,31892.3657996
730,26634.2418497
731,84496.8448224
732,55759.4075678
733,81752.3976722
734,82949.6738298
735,82600.7722277
736,47259.5412357
737,47604.6451924
738,34287.5226793
739,72267.7186106
740,27754.2048945
741,8871.54380879
742,38745.5634953
743,60918.4665197
744,65109.0732034
745,32096.6197461
746,36657.5690601
747,77836.8487595
748,7378.98994637
749,62603.9959019
750,94377.1079176
751,5351.98378978
752,33932.9248483
753,31915.8833371
754,43306.2075759
755,46648.3662476
756,37045.206002
757,17551.7686411
758,66991.7625019
759,53916.817138
760,91179.9153102
761,88582.2838343
762,5566.92628227
763,47557.2448529
764,98394.0027874
765,10590.2455439
766,99200.8391946
767,21872.2094772
768,12766.4534081
769,76178.4076907
770,44564.5865533
771,46696.2502073
772,72071.5339431
773,42219.9070482
774,72716.9556991
775,84649.3004402
776,16598.9648952
777,69447.3927649
778,83157.5593958
779,8550.16097362
780,1188.6767591
781,6257.77325789
782,44604.2908413
783,91231.6780641
784,12123.537035
785,71721.6878705
786,68590.9305523
787,27165.0694326
788,14400.5376473
789,17382.5562774
790,93875.0868838
791,18840.7621573
792,23017.0524395
793,62529.6327734
794,26464.7602183
795,48686.0025674
796,72657.7173375
797,42813.1746115
798,83442.1678441
799,48040.1812244
800,55199.0562306
801,66101.5643826
802,32674.4741986
803,83738.1381949
804,61120.9483037
805,81511.8209824
806,11350.6199908
807,68418.4856845
808,5247.68041185
809,80251.8660793
810,68948.5760743
811,59791.0263023
812,42182.1056205
813,46760.2326498
814,55426.3220008
815,94759.2948084
816,60496.1619358
817,72364.0504057
818,51533.353457
819,88810.2454689
820,54018.7161355
821,92737.0562282
822,44746.2219141
823,99311.8603977
824,68447.2543539
825,40280.4725488
826,60217.9139142
827,76924.1898616
828,85586.2689923
829,5830.63884907
830,15682.9482021
831,52685.8376387
832,31409.0020525
833,65616.7188567
834,59828.4738419
835,6071.29209879
836,33632.1793441
837,20880.2475125
838,13867.7367341
839,68157.801244
840,46656.4210907
841,92125.551114
842,34309.3297099
843,12618.6092332
844,34198.5354076
845,97655.7404128
846,88531.2756653
847,9615.36203218
848,82964.7675639
849,20623.9213036
850,68504.1220509
851,71404.1260172
852,7455.05329025
853,47542.4544588
854,89079.5333919
855,17577.374738
856,41543.8739392
857,36594.8653304
858,77813.5007912
859,45697.1355378
860,42266.2889983
861,53212.1635642
862,97184.1284645
863,2545.13952679
864,40266.0585761
865,63620.0819313
866,80510.9894051
867,40156.9780642
868,71747.6763923
869,33743.6942798
870,89893.0564793
871,85186.4763324
872,89887.4682751
873,92807.476645
874,47686.0625582
875,89395.1087264
876,30523.7600894
877,5273.53820869
878,61408.3500129
879,25250.6235334
880,68358.0856875
881,3228.71354472
882,59590.5465866
883,15348.09933
884,5106.40839836
885,88277.5473002
886,66708.4373063
887,75416.6872554
888,40961.0461423
889,83814.5141707
890,67719.6159049
891,37733.9809761
892,83140.7544382
893,36585.6661805
894,21976.4938243
895,18714.2173351
896,81772.2563307
897,20835.1787458
898,77526.816768
899,43499.5531377
900,12134.7185145
901,2743.9328281
902,94725.7723137
903,78690.0788363
904,98149.1531896
905,55895.7783904
906,56376.0483761
907,41936.7703466
908,23163.4959561
909,12210.4876909
910,48775.3930355
911,12476.4840114
912,70669.9204001
913,14459.3245038
914,71370.2980561
915,28334.3854538
916,64674.990793
917,56503.6278512
918,10966.7270468
919,44216.9352434
920,12403.3569288
921,99724.18074
922,75398.0847425
923,36035.5673714
924,32429.1178838
925,63233.537872
926,47254.7189805
927,39398.0696424
928,28564.8441655
929,44580.3056275
930,12237.7470238
931,73685.706508
932,55860.4542524
933,70837.0985759
934,30972.410979
935,28431.5022528
936,37332.3973173
937,15173.5988944
938,88935.0923418
939,60296.5609275
940,94201.2237544
941,73859.4612712
942,99153.8724215
943,70103.6191049
944,25896.922209
945,67215.3374005
946,10343.0784255
947,67653.6131755
948,45567.3940134
949,52330.756876
950,3156.18138284
951,62822.1443856
952,86073.2786804
953,13388.6017947
954,52466.8026854
955,3639.95309234
956,69306.6586926
957,95965.1556967
958,22170.2473295
959,55408.0452847
960,8775.44309467
961,29619.2258225
962,11237.2109143
963,55225.233624
964,4144.30842153
965,14319.097726
966,4875.73366738
967,92764.9788239
968,50468.464272
969,86094.6860535
970,17737.1083251
971,10663.0562274
972,47363.823877
973,28295.7575117
974,11320.6441086
975,19692.951477
976,27163.9947281
977,57812.3407753
978,96962.4715898
979,23492.5203733
980,24507.2924119
981,61830.7474209
982,37746.2349875
983,11155.5142189
984,64064.6973809
985,84265.8774422
986,68671.6776898
987,64858.8072905
988,28037.0197773
989,49234.8299433
990,87604.2196504
991,1279.11480866
992,91421.5946865
993,18134.8984748
994,59322.453237
995,42613.4564528
996,33560.3919126
997,89662.5205769
998,76811.1802186
999,17279.3860918
1000,31199.1847112
1001,25769.0122431
1002,51978.3202994
1003,10934.8644087
1004,89800.3217846
1005,13914.6790457
1006,99233.5505152
1007,39832.2787945
1008,48752.3927242
1009,31584.8665741
1010,45935.3808588
1011,25345.156849
1012,34467.0485546
1013,46602.8499651
1014,95232.836619
1015,74055.3721957
1016,88103.4807697
1017,28564.3754937
1018,86373.0364017
1019,64662.3417702
1020,31006.9184473
1021,24427.7912263
1022,89562.2585731
1023,63028.742783
1024,52116.0873981
1025,71186.8881806
1026,86218.6489216
1027,72647.1540463
1028,79336.5193919
1029,18709.1543424
1030,59753.3761721
1031,88077.7548174
1032,22510.8066016
1033,84298.3276928
1034,31988.8641183
1035,37182.4654642
1036,19545.8947023
1037,10345.3862457
1038,75552.2505641
1039,88737.0881047
1040,59162.5136916
1041,89243.0087718
1042,12119.6323427
1043,38134.3048116
1044,14097.4242122
1045,20213.3666571
1046,95549.9943843
1047,50814.5963073
1048,15833.5841989
1049,76437.1992813
1050,61881.7247176
1051,47096.7208795
1052,70448.578025
1053,76692.7862509
1054,39453.4112679
1055,68355.5224733
1056,60550.0945563
1057,85063.5624398
1058,16299.4214728
1059,14858.0616026
1060,64411.4907921
1061,12437.3382566
1062,99779.6322294
1063,11429.5040923
1064,48079.4553346
1065,60286.5702399
1066,96714.2596082
1067,48991.773686
1068,19129.2671759
1069,61603.9567266
1070,2404.87475982
1071,97034.6237005
1072,1770.1317109
1073,35489.1414383
1074,73479.4276923
1075,14951.9915861
1076,62611.8588069
1077,32037.0325777
1078,21104.6331021
1079,7049.21346472
1080,25284.7085661
1081,93721.8726278
1082,1220.17869832
1083,5696.51084817
1084,42458.3190372
1085,18197.7461393
1086,91609.4955253
1087,81901.6220244
1088,56577.2774967
1089,98423.9059595
1090,56732.2674169
1091,83247.9584938
1092,26177.1546919
1093,30341.6421249
1094,48439.4331799
1095,42672.3880692
1096,11873.9405883
1097,92185.9697752
1098,41572.6230612
1099,98092.090202
1100,99823.7224413
1101,18379.4475621
1102,11219.4660821
1103,27381.4606878
1104,44244.0270749
1105,23965.2514889
1106,96207.6771631
1107,35052.6643905
1108,54994.4786683
1109,95495.077954
1110,81608.8593651
1111,58953.3640782
1112,5900.87765935
1113,43088.3891082
1114,48643.9837613
1115,98662.6580101
1116,43663.6954178
1117,80680.1909211
1118,46570.9292876
1119,77795.0325474
1120,68530.3608298
1121,18351.6093891
1122,15410.215254
1123,76138.5604459
1124,27551.8995494
1125,42717.1022054
1126,22363.8903178
1127,32148.4734457
1128,65655.3252791
1129,12597.2529256
1130,82994.6075581
1131,44497.3462861
1132,1926.77627838
1133,83600.8740173
1134,70550.9791666
1135,66270.8206172
1136,30466.6723182
1137,64832.0709165
1138,82509.9415957
1139,14396.0067023
1140,85702.8445108
1141,39604.0122766
1142,60724.6103622
1143,18801.0886882
1144,57557.8834146
1145,20825.8014312
1146,9959.6828437
1147,38291.9774456
1148,86977.0161886
1149,96908.7742625
1150,44071.4597402
1151,83604.5331262
1152,59204.506732
1153,84462.1426162
1154,73682.3064551
1155,78067.7221022
1156,35022.8363026
1157,59442.897877
1158,53490.187375
1159,36035.9718638
1160,8510.09619848
1161,14358.08266
1162,4853.64900375
1163,88287.8555817
1164,70938.2714595
1165,83708.6277001
1166,80849.5503759
1167,38186.032977
1168,78948.9246571
1169,26846.7853162
1170,98439.2358584
1171,63567.7945091
1172,64796.5578696
1173,5792.60244828
1174,58204.9398388
1175,20062.0573895
1176,31917.2913998
1177,11755.6542787
1178,37159.2907245
1179,97204.2964923
1180,64554.3148329
1181,28906.334706
1182,41652.7288332
1183,3559.02174668
1184,31659.0013356
1185,60334.4577012
1186,30739.0991937
1187,76375.8113144
1188,31141.3523212
1189,97283.5356165
1190,72762.2884728
1191,13513.3475445
1192,60658.8356667
1193,82038.350007
1194,49343.4333058
1195,73709.2111938
1196,67486.3510123
1197,54963.2138663
1198,31549.7891778
1199,64129.2505347
1200,66400.9178299
1201,54036.4435891
1202,69242.1255838
1203,90800.2979441
1204,76369.5332677
1205,19894.4936771
1206,64979.3878896
1207,72439.8287523
1208,98050.4833118
1209,89338.0761181
1210,77595.7920269
1211,75185.0331191
1212,51100.9742645
1213,33661.0643463
1214,40473.883254
1215,37333.8534747
1216,30341.1029412
1217,16912.133139
1218,84192.2167746
1219,64728.1931006
1220,44514.4005905
1221,10253.9349526
1222,49964.4801623
1223,6494.550841
1224,47381.0344813
1225,42250.9651238
1226,82190.1868445
1227,55132.082084
1228,50719.6367475
1229,35934.8201854
1230,86592.8306499
1231,53059.593108
1232,21730.3713638
1233,70215.4815621
1234,9419.49816598
1235,16850.15877
1236,72727.0680638
1237,38310.4960084
1238,27014.3648941
1239,90340.4943934
1240,7182.1051598
1241,20588.6332661
1242,1075.36715663
1243,1780.09201843
1244,64957.9812299
1245,93751.5865891
1246,22005.2522979
1247,38735.7416101
1248,64827.6802923
1249,20407.4760561
1250,61977.1071317
1251,57291.7242602
1252,40434.3275898
1253,8690.24734975
1254,50041.9671042
1255,69375.6132232
1256,15341.851013
1257,42711.0486868
1258,29403.8924559
1259,58040.7531441
1260,88076.512789
1261,37021.6614521
1262,21717.70735
1263,6546.38431051
1264,50043.078449
1265,30002.8980013
1266,55893.7329365
1267,54965.4904183
1268,30036.8845464
1269,77643.1108407
1270,39695.5710885
1271,38642.3474276
1272,73390.6485337
1273,81990.914711
1274,9862.10307932
1275,85559.7347687
1276,30575.3925641
1277,96955.8145409
1278,35669.5342652
1279,42353.417546
1280,93260.4035065
1281,90087.2092104
1282,80421.5323621
1283,32234.8524026
1284,60489.5751312
1285,75045.5467434
1286,80897.934193
1287,81348.6273663
1288,1611.48365485
1289,44661.7571574
1290,53557.017641
1291,82209.8514902
1292,20734.5182299
1293,97774.8341418
1294,99473.9667947
1295,80478.901198
1296,19034.8050203
1297,63476.2651967
1298,52825.7822876
1299,87354.1058828
1300,94792.1416135
1301,25668.8952859
1302,82417.1662662
1303,59913.6812843
1304,98042.076069
1305,24305.7355605
1306,67377.1027849
1307,69764.9824928
1308,50885.4624836
1309,46930.3041371
1310,59200.7805357
1311,66456.8863007
1312,80805.1089229
1313,23787.8340171
1314,35134.2568965
1315,25643.9279936
1316,3885.34691432
1317,36785.1022383
1318,94861.1374536
1319,59466.0535287
1320,25695.4509295
1321,89280.960521
1322,33963.4433533
1323,43769.7848573
1324,41502.5070546
1325,39743.4674659
1326,14758.6112955
1327,85039.4688954
1328,88452.6938841
1329,25037.239646
1330,67026.7852419
1331,36267.00793
1332,65025.0116724
1333,54904.129706
1334,99141.1567902
1335,17322.6229457
1336,67045.139946
1337,61801.381966
1338,23513.7614629
1339,30634.6996436
1340,29948.3029189
1341,84586.204603
1342,41020.8069458
1343,39569.0007375
1344,9744.97492547
1345,40036.6715412
1346,95397.7764834
1347,99317.8425787
1348,69919.7598445
1349,14635.2906461
1350,69163.9258877
1351,93464.368021
1352,16638.6181331
1353,85359.2391427
1354,82031.2402277
1355,23402.6566729
1356,86981.513481
1357,50605.0304066
1358,53762.8174945
1359,90408.0057759
1360,55088.8892703
1361,99966.2331537
1362,52638.7257562
1363,10318.5171322
1364,69903.3760966
1365,88289.0385412
1366,12158.2288581
1367,99848.0981837
1368,3366.53760643
1369,62866.4801921
1370,74866.7672493
1371,24775.9636356
1372,34893.3973994
1373,92179.4544702
1374,73587.9776788
1375,91863.4041628
1376,68733.9619237
1377,56231.9255449
1378,96486.0731203
1379,25697.6369681
1380,15275.5488389
1381,87351.4149309
1382,75037.6145117
1383,95892.757161
1384,64854.5857326
1385,11020.4757414
1386,20273.8167621
1387,27092.1644757
1388,20690.4915199
1389,39167.53164
1390,41025.8758016
1391,37741.7869655
1392,4883.00655703
1393,9925.12949036
1394,22953.5714786
1395,37662.9168576
1396,62563.1558977
1397,30105.4621354
1398,64284.9388666
1399,54730.8693966
1400,73882.9065388
1401,51906.3269305
1402,5584.60741677
1403,6940.47973984
1404,17903.0084573
1405,7179.45402374
1406,28332.9394975
1407,17217.216733
1408,15523.4022344
1409,50926.7635167
1410,57063.312226
1411,36810.4914617
1412,26687.6610746
1413,44013.3744797
1414,48571.2025972
1415,46148.6764578
1416,24471.5704256
1417,10041.1677103
1418,65542.9457808
1419,69943.9476209
1420,49216.9817574
1421,95546.8195776
1422,97434.8623436
1423,54086.1639498
1424,26635.6939129
1425,97950.5191841
1426,93995.9920445
1427,96987.6793429
1428,92564.7414589
1429,98266.3365202
1430,70406.7261985
1431,71247.4818707
1432,93854.4148491
1433,55271.5474972
1434,79016.5691274
1435,62550.0254706
1436,37599.2571287
1437,74435.5310667
1438,7603.17101947
1439,49914.0941326
1440,29653.968416
1441,17934.7322839
1442,24642.311672
1443,92929.6338745
1444,27220.0024084
1445,12345.7234668
1446,46439.0363721
1447,40047.7470355
1448,30441.7678961
1449,38947.3488152
1450,98687.9547968
1451,55465.3336048
1452,30487.8844572
1453,33795.9416154
1454,70276.1155618
1455,80775.6645054
1456,16306.3591386
1457,6701.85440497
1458,6966.95140549
1459,31746.7364735
1460,23953.3893524
1461,97589.7766535
1462,85366.7146977
1463,27863.0612689
1464,24537.8157831
1465,80806.8371014
1466,9142.18490373
1467,12745.5483055
1468,94343.8561335
1469,80495.1395144
1470,22382.6746302
1471,71406.8857509
1472,56312.1738246
1473,37715.4127667
1474,54152.4909077
1475,16195.8807493
1476,65373.4907911
1477,42648.6336893
1478,45516.7746996
1479,1822.75640645
1480,28133.0576045
1481,16990.2465053
1482,50642.7505218
1483,54790.1223052
1484,83485.4175015
1485,89743.7165681
1486,66024.123985
1487,88962.6105201
1488,2811.69047845
1489,89394.6888217
1490,48151.7824039
1491,61250.1057927
1492,83424.4472762
1493,25616.5573411
1494,17648.1840073
1495,40668.3742604
1496,84053.2854506
1497,50586.8989429
1498,23220.8832427
1499,5581.5209573
1500,23091.0304285
1501,33451.9859537
1502,11232.0271857
1503,77562.4213476
1504,27386.3179455
1505,86049.6112754
1506,49429.6685229
1507,43054.7643396
1508,80883.9310425
1509,32504.3194023
1510,56526.9434026
1511,42200.0755056
1512,55281.214688
1513,49050.5029908
